City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,shache,38.4167,77.2406,23.39,14,33,3.42,CN,1696249328
359,ciudad lazaro cardenas,17.9583,-102.2,26.49,88,92,1.76,MX,1696249328
360,el carmen,8.5106,-73.4478,21.74,92,100,0.81,CO,1696249328
361,rio grande,-32.035,-52.0986,16.06,68,41,3.15,BR,1696249270
362,safotu,-13.4513,-172.4018,27.37,85,64,12.26,WS,1696249329
363,alofi,-19.0595,-169.9187,21.94,68,75,6.69,NU,1696249329
364,minas de marcona,-15.2119,-75.1103,13.53,92,86,4.51,PE,1696249330
365,mount isa,-20.7333,139.5,20.87,28,0,0.51,AU,1696249330
366,mount pleasant,32.7941,-79.8626,18.33,94,0,2.24,US,1696249330
367,cawayan,9.9718,122.6249,26.48,85,100,3.54,PH,1696249331
368,kibondo,-3.5864,30.7203,32.22,23,53,2.89,TZ,1696249331
369,sejenane,37.0572,9.2381,27.53,34,0,4.13,TN,1696249331
370,sault ste. marie,46.5168,-84.3333,17.16,100,100,4.12,CA,1696249075
371,mizan teferi,6.9833,35.5833,23.84,67,84,0.79,ET,1696249332
372,nouadhibou,20.931,-17.0347,33.99,26,0,6.17,MR,1696249332
373,pont rouge,48.8833,-72.0825,11.16,80,100,0.74,CA,1696249333
374,sekondi-takoradi,4.934,-1.7137,27.92,75,41,3.34,GH,1696249333
375,gizo,-8.103,156.8419,27.65,84,88,7.0,SB,1696249333
376,new norfolk,-42.7826,147.0587,13.72,65,0,1.5,AU,1696249334
377,mount pearl,47.5166,-52.7813,13.03,94,75,1.03,CA,1696249334
378,ijuw,47.5166,-52.7813,13.03,94,75,1.03,CA,1696249334
379,port saint john's,-31.6229,29.5448,23.48,55,1,10.25,ZA,1696249335
380,cabimas,10.3883,-71.4399,27.13,78,100,2.15,VE,1696249335
381,awjilah,29.1081,21.2869,29.48,33,0,3.0,LY,1696249336
382,valentin gomez farias,28.2167,-106.5833,16.54,61,100,0.54,MX,1696249336
383,luderitz,-26.6481,15.1594,19.89,61,1,3.66,NA,1696249336
384,berdigestyakh,62.0989,126.6992,4.05,77,100,0.63,RU,1696249337
385,saint-joseph,-21.3667,55.6167,26.21,79,33,0.89,RE,1696249337
386,forbes,-33.3833,148.0167,19.82,55,90,3.64,AU,1696249337
387,cadale,2.7603,46.3222,28.11,70,1,8.24,SO,1696249338
388,lhasa,29.65,91.1,17.98,43,91,2.89,CN,1696249338
389,krumovgrad,41.4667,25.65,24.47,34,69,5.94,BG,1696249338
390,vikulovo,56.8167,70.6107,14.48,53,23,4.83,RU,1696249339
391,waat,51.1454,6.4958,28.32,64,0,2.06,DE,1696249339
392,punta arenas,-53.15,-70.9167,4.01,80,100,3.09,CL,1696249339
393,haiku-pauwela,20.9219,-156.3051,24.47,77,0,2.06,US,1696249340
394,al burayqah,30.4062,19.5739,25.64,57,1,6.13,LY,1696249340
395,guangshui,31.6199,113.9978,17.39,97,100,2.24,CN,1696249340
396,karagandy,49.8019,73.1021,9.97,82,100,7.49,KZ,1696249341
397,bairnsdale,-37.8333,147.6167,23.27,33,25,2.88,AU,1696249341
398,novyy urengoy,66.0833,76.6333,8.0,92,100,6.95,RU,1696249341
399,borovichi,58.3878,33.9155,12.79,80,99,4.02,RU,1696249342
400,pontiac,42.6389,-83.2911,15.77,96,0,0.0,US,1696249241
401,kamloops,50.6665,-120.3192,9.21,78,75,0.0,CA,1696249342
402,manaus,-3.1019,-60.025,31.27,66,100,2.57,BR,1696249343
403,ciudad bolivar,8.1222,-63.5497,27.33,75,100,1.76,VE,1696249343
404,plombieres,50.735,5.953,27.5,55,71,3.53,BE,1696249344
405,neryungri,56.6709,124.6491,4.58,76,79,2.31,RU,1696249344
406,nadym,65.5333,72.5167,10.61,87,100,8.86,RU,1696249197
407,sarina,-21.4333,149.2167,20.9,1,8,2.54,AU,1696249345
408,dryden,49.7833,-92.7503,19.16,82,0,2.57,CA,1696249126
409,wallerfangen,49.3333,6.7167,27.75,48,79,2.35,DE,1696249345
410,isla vista,34.4133,-119.861,15.75,80,0,0.45,US,1696249346
411,znamenskoye,57.1281,73.8282,13.33,65,43,3.46,RU,1696249346
412,nenjiang,49.1833,125.2167,10.32,52,8,2.3,CN,1696249346
413,west bay,19.3667,-81.4167,30.04,77,20,2.06,KY,1696249347
414,malmberget,67.1753,20.6549,2.31,81,75,2.06,SE,1696249347
415,novobod,39.0108,70.1508,20.75,25,53,4.17,TJ,1696249347
416,zaxo,37.1482,42.7001,26.57,37,35,3.88,IQ,1696249348
417,tra mhor,52.1624,-7.1524,13.99,77,40,1.54,IE,1696249348
418,dali,25.7,100.1833,18.67,89,49,2.03,CN,1696249348
419,constitucion,-35.3333,-72.4167,10.47,65,86,1.39,CL,1696249349
420,mitu,1.1983,-70.1733,25.89,80,99,0.42,CO,1696249349
421,caleta de carquin,-11.0925,-77.6267,18.63,89,91,4.58,PE,1696249349
422,tranovaho,-11.0925,-77.6267,18.63,89,91,4.58,PE,1696249349
423,sidney,-33.8679,151.2073,19.61,82,40,4.63,AU,1696249240
424,lodwar,3.1191,35.5973,37.36,24,2,6.49,KE,1696249350
425,kouvola,60.8667,26.7,14.18,71,20,4.12,FI,1696249351
426,kristiansund,63.1115,7.732,13.03,62,75,4.63,NO,1696249351
427,coxen hole,16.3244,-86.5366,26.6,83,20,2.06,HN,1696249351
428,kavaratti,10.5669,72.642,28.32,75,99,3.88,IN,1696249352
429,punta alta,-38.8759,-62.0736,20.04,42,100,5.46,AR,1696249352
430,cabo san lucas,22.8909,-109.9124,26.95,79,7,5.36,MX,1696249292
431,heniches'k,46.1759,34.8034,22.45,45,62,6.37,UA,1696249353
432,leava,-14.3,-178.1667,26.27,76,99,11.03,WF,1696249353
433,barillas,15.8036,-91.3158,15.7,96,76,1.39,GT,1696249353
434,diamantina,-18.2494,-43.6003,18.01,93,100,2.08,BR,1696249216
435,inarajan village,13.2736,144.7484,29.54,90,23,5.56,GU,1696249354
436,howard springs,-12.497,131.047,27.95,70,11,1.35,AU,1696249354
437,flin flon,54.7682,-101.865,4.91,87,100,2.57,CA,1696249355
438,cockburn town,21.4612,-71.1419,28.49,79,94,5.95,TC,1696249355
439,itaituba,-4.2761,-55.9836,31.09,74,65,1.94,BR,1696249220
440,barth,54.3635,12.7249,22.77,78,100,5.78,DE,1696249356
441,comiso,36.9513,14.6102,28.1,32,20,4.63,IT,1696249356
442,yeppoon,-23.1333,150.7333,20.88,83,0,4.55,AU,1696249356
443,kolondieba,11.0882,-6.8926,31.39,56,100,1.73,ML,1696249357
444,kabompo,-13.5927,24.2008,38.34,12,69,5.4,ZM,1696249357
445,cox's bazar,21.4532,91.9798,26.54,86,48,4.25,BD,1696249357
446,gamba,-2.65,10.0,27.01,75,95,3.68,GA,1696249358
447,banjar,-8.19,114.9675,25.24,88,92,1.3,ID,1696249358
448,remire-montjoly,4.9167,-52.2667,29.02,70,75,3.6,GF,1696249358
449,ak-dovurak,51.1833,90.6,10.06,46,0,0.45,RU,1696249359
450,ilulissat,69.2167,-51.1,-1.99,46,0,2.06,GL,1696249359
451,san blas,21.5167,-105.2667,26.68,91,72,1.05,MX,1696249359
452,novoazovs'k,47.1139,38.086,21.87,46,93,0.69,UA,1696249360
453,camaqua,-30.8511,-51.8122,14.0,74,2,1.67,BR,1696249360
454,puerto baquerizo moreno,-0.9,-89.6,22.44,87,87,4.47,EC,1696249360
455,pitimbu,-7.4706,-34.8086,28.33,62,23,4.65,BR,1696249361
456,al hudaydah,14.7978,42.9545,33.96,52,0,4.22,YE,1696249361
457,iguai,-14.7564,-40.0892,26.78,61,53,3.05,BR,1696249361
458,susuman,62.7833,148.1667,-1.68,82,12,1.34,RU,1696249362
459,tual,-5.6667,132.75,26.63,87,68,6.82,ID,1696249362
460,soio,-6.1349,12.3689,26.94,75,58,4.98,AO,1696249362
461,diplo,24.4667,69.584,33.75,30,51,7.25,PK,1696249363
462,sitka,57.0531,-135.33,11.94,87,100,3.09,US,1696249363
463,mata-utu,-13.2816,-176.1745,26.91,78,98,10.56,WF,1696249363
464,nantucket,41.2835,-70.0995,17.23,85,0,7.2,US,1696249259
465,holualoa,19.6228,-155.9522,23.21,83,0,2.06,US,1696249364
466,castillos,-34.1667,-53.8333,12.78,76,1,1.83,UY,1696249364
467,phnom penh,11.5625,104.916,28.95,89,75,1.03,KH,1696249299
468,nagqu,31.5,92.0,5.65,86,77,1.94,CN,1696249365
469,ballina,-28.8667,153.5667,19.49,78,0,6.53,AU,1696249365
470,yerofey pavlovich,53.9667,121.9667,6.12,70,91,1.82,RU,1696249366
471,bemidji,47.4736,-94.8803,21.62,64,40,5.14,US,1696249366
472,ebon,4.582,168.6964,28.96,72,15,1.7,MH,1696249366
473,saldanha,-33.0117,17.9442,28.03,41,0,3.27,ZA,1696249367
474,dien bien phu,21.3833,103.0167,23.35,97,88,0.96,VN,1696249367
475,mumbwa,-14.9783,27.0619,34.38,18,2,6.39,ZM,1696249367
476,pskov,57.8136,28.3496,14.95,72,75,3.13,RU,1696249292
477,khanty-mansiysk,61.0042,69.0019,14.06,58,0,6.0,RU,1696249368
478,yokadouma,3.5167,15.05,32.67,49,40,1.09,CM,1696249368
479,luorong,24.4058,109.6086,27.81,78,81,1.7,CN,1696249369
480,isangel,-19.55,169.2667,23.06,78,75,2.06,VU,1696249369
481,tocopilla,-22.092,-70.1979,18.98,69,21,4.21,CL,1696249369
482,murzuq,25.9155,13.9184,32.07,25,8,6.1,LY,1696249370
483,betio village,1.358,172.9211,29.02,72,9,3.52,KI,1696249370
484,haymana,39.4321,32.4973,17.14,50,81,6.11,TR,1696249370
485,roma,43.2128,-75.4557,16.51,97,100,2.06,US,1696249371
486,zhukovo,55.0318,36.744,16.75,51,72,2.24,RU,1696249250
487,dongola,19.1667,30.4833,43.39,8,9,2.2,SD,1696249371
488,askoy,60.4092,5.226,15.42,88,75,6.69,NO,1696249372
489,kapa'a,22.0752,-159.319,24.18,81,20,3.6,US,1696249372
490,tchintabaraden,15.8969,5.7985,34.36,30,38,5.89,NE,1696249372
491,gaiman,-43.2897,-65.4929,13.58,34,99,5.8,AR,1696249373
492,coroata,-4.13,-44.1242,31.67,47,96,2.68,BR,1696249373
493,levuka,50.1834,-105.4011,8.9,89,99,0.74,CA,1696249373
494,qarazhal,48.0078,70.7903,12.41,66,78,6.67,KZ,1696249374
495,hikari,33.955,131.95,21.99,66,62,3.37,JP,1696249374
496,vallabh vidyanagar,22.5333,72.9,35.01,44,28,2.07,IN,1696249374
497,eureka,40.8021,-124.1637,8.85,94,54,1.68,US,1696249375
498,yanchep,-31.55,115.6833,14.97,51,65,7.01,AU,1696249375
499,quiberon,47.4841,-3.1196,24.78,86,75,5.47,FR,1696249375
500,lorengau,-2.0226,147.2712,27.19,80,70,2.38,PG,1696249376
501,ghat,24.9647,10.1728,33.36,21,1,3.18,LY,1696249376
502,aral,40.5156,81.2636,24.19,17,83,2.79,CN,1696249376
503,tazovsky,67.4667,78.7,5.23,97,100,6.74,RU,1696249377
504,hecun,36.5333,114.1111,16.8,65,100,1.81,CN,1696249377
505,ohara,35.25,140.3833,22.1,57,75,5.74,JP,1696249377
506,fortuna,40.5982,-124.1573,8.7,96,0,3.6,US,1696249378
507,pachino,36.7186,15.0907,24.29,59,0,4.06,IT,1696249378
508,nieuw amsterdam,5.8833,-55.0833,29.45,77,20,3.09,SR,1696249378
509,brumadinho,-20.1433,-44.1997,23.31,87,100,2.11,BR,1696249379
510,orsova,44.7253,22.3961,23.7,31,1,2.24,RO,1696249379
511,ves'yegonsk,58.664,37.2604,11.2,86,100,2.62,RU,1696249379
512,mancio lima,-7.6142,-72.8958,25.04,94,100,2.57,BR,1696249380
513,neyshabur,36.2133,58.7958,26.2,14,52,1.46,IR,1696249380
514,tamanrasset,22.785,5.5228,30.95,20,20,2.57,DZ,1696249380
515,pimentel,-6.8367,-79.9342,20.16,83,0,7.72,PE,1696249381
516,anloga,5.7947,0.8973,28.26,73,11,5.03,GH,1696249381
517,kavieng,-2.5744,150.7967,28.01,77,18,2.02,PG,1696249381
518,jwaneng,-24.6004,24.7303,30.07,20,0,7.98,BW,1696249382
519,vallenar,-28.5708,-70.7581,11.99,70,43,1.05,CL,1696249382
520,oyama,36.3,139.8,24.77,49,28,2.11,JP,1696249382
521,mil'kovo,55.6078,37.7956,14.22,47,80,2.76,RU,1696249383
522,manta,-0.95,-80.7333,24.88,78,40,4.04,EC,1696249383
523,yuzhno-kurilsk,44.0306,145.8556,14.65,74,40,3.73,RU,1696249383
524,antsiranana,-12.2787,49.2917,30.42,48,40,4.12,MG,1696249384
525,okha,53.5739,142.9478,8.17,96,100,10.53,RU,1696249384
526,ubaitaba,-14.3125,-39.3233,25.54,72,99,0.53,BR,1696249222
527,ariquemes,-9.9133,-63.0408,30.22,56,66,0.7,BR,1696249385
528,taroa,8.7058,171.2275,28.43,79,45,4.88,MH,1696249385
529,muynoq,43.7683,59.0214,18.67,43,5,6.4,UZ,1696249385
530,choyr,46.3611,108.3611,7.8,60,22,7.02,MN,1696249386
531,baharly,38.4362,57.4316,29.27,15,36,6.56,TM,1696249386
532,vernal,40.4555,-109.5287,9.84,86,100,3.6,US,1696249266
533,fortaleza,-3.7227,-38.5247,30.07,62,40,6.17,BR,1696249167
534,al ghayzah,16.2079,52.176,30.28,59,0,5.58,YE,1696249387
535,charleston,32.7766,-79.9309,18.34,94,0,3.09,US,1696249240
536,les avirons,-21.2418,55.3394,25.05,61,75,2.57,RE,1696249388
537,tatsuno,34.8667,134.55,20.04,53,35,2.75,JP,1696249388
538,san antonio del estrecho,34.8667,134.55,20.04,53,35,2.75,JP,1696249388
539,alencon,48.4333,0.0833,26.16,45,100,3.81,FR,1696249386
540,merizo village,13.2658,144.6691,29.21,90,20,5.68,GU,1696249389
541,vyazemskiy,47.5378,134.7525,7.98,90,100,2.15,RU,1696249389
542,trinidad,-14.8333,-64.9,26.99,74,16,2.57,BO,1696249390
543,kone,-21.0595,164.8658,18.7,85,21,2.52,NC,1696249390
544,posto fiscal rolim de moura,-13.0833,-62.2667,29.31,62,86,1.38,BR,1696249390
545,dul'durga,50.6761,113.5931,5.14,49,100,3.11,RU,1696249391
546,nuuk,64.1835,-51.7216,2.34,75,75,1.54,GL,1696249391
547,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1696249391
548,ceeldheer,3.8488,47.1806,30.25,58,5,9.29,SO,1696249392
549,souillac,-20.5167,57.5167,25.21,73,40,6.69,MU,1696249392
550,liman,48.9884,37.8023,21.66,44,100,5.11,UA,1696249392
551,pamanukan,-6.2842,107.8106,27.22,70,71,1.48,ID,1696249393
552,pyhajarvi,67.0701,27.2176,5.97,63,59,0.91,FI,1696249393
553,port blair,11.6667,92.75,26.02,89,75,3.09,IN,1696249393
554,tyrnyauz,43.3828,42.9183,12.89,95,100,1.1,RU,1696249394
555,bandar-e genaveh,29.5791,50.517,35.01,42,7,8.16,IR,1696249394
556,boa vista,2.8197,-60.6733,28.99,61,0,2.57,BR,1696249394
557,kaufman,32.589,-96.3089,22.28,80,0,1.54,US,1696249395
558,huarmey,-10.0681,-78.1522,18.85,88,66,3.78,PE,1696249395
559,sinop,41.7711,34.8709,18.87,56,38,7.54,TR,1696249395
560,vanimo,-2.6741,141.3028,26.34,87,87,1.68,PG,1696249396
561,csorna,47.6115,17.2501,25.16,36,31,2.26,HU,1696249396
562,el alto,-4.2714,-81.2147,19.35,78,45,6.23,PE,1696249396
563,shumikha,55.2261,63.2961,15.88,48,48,5.67,RU,1696249397
564,coahuayana de hidalgo,18.7,-103.6583,25.65,93,100,1.29,MX,1696249397
565,nogliki,51.8333,143.1667,10.75,96,100,11.18,RU,1696249397
566,zahedan,29.4963,60.8629,28.95,13,20,4.12,IR,1696249398
567,bluefields,12.0137,-83.7635,25.04,100,40,2.06,NI,1696249398
568,san isidro de curuguaty,-24.5167,-55.7,21.62,49,100,1.56,PY,1696249398
569,fuerte olimpo,-21.0415,-57.8738,29.97,36,61,1.2,PY,1696249399
570,haimen,23.1935,116.6142,27.94,77,75,8.16,CN,1696249399
571,wamba,8.9333,8.6,29.21,66,99,1.98,NG,1696249399
572,sopishte,41.9547,21.4275,23.38,27,20,6.17,MK,1696249400
573,malango,-2.9627,119.9001,20.83,91,94,0.29,ID,1696249400
574,guane,22.2025,-84.0875,24.99,90,41,2.04,CU,1696249400
575,rahachow,53.0934,30.0495,18.11,42,1,4.55,BY,1696249401
576,fuvahmulah,53.0934,30.0495,18.11,42,1,4.55,BY,1696249401
577,gadani,25.1185,66.7299,34.12,56,0,6.81,PK,1696249401
